nct_id,phase,status,studyStopReason,studyStopReasonCategories,phase2_progression,primary_endpoint_result,secondary_endpoint_result,virtualbiotech_stop_reason_categories,results_source,ae_source,pubmed_ids,ae_serious_infections_pct,ae_serious_gastrointestinal_pct,ae_serious_cardiac_pct,ae_serious_blood_lymphatic_pct,ae_serious_nervous_pct,ae_serious_respiratory_pct,ae_serious_general_pct,ae_serious_vascular_pct,ae_serious_renal_pct,ae_serious_injury_pct
NCT01657448,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,37851092,,,,,,,,,,
NCT01657552,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01657578,2.0,Completed,,,,POSITIVE,POSITIVE,,PLOS One journal publication,PLOS One published results,28002471,,,,,,,,,,
NCT01657591,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01657682,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,2.4,11.9,,,,,,
NCT01657760,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01657799,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.6,,,0.5,1.4500000000000002,2.0,,,,
NCT01657851,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01658007,0.5,Terminated,Slow Accrual,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT01658033,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID 26186012),PubMed published full analysis,26186012,,,,31.000000000000007,,,,4.3,,
NCT01658124,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed/Lancet,PubMed,32563378,3.385,,1.68,,0.64,1.76,,0.81,2.38,
NCT01658176,2.0,Withdrawn,,,,UNKNOWN,UNKNOWN,No context,,,21750219|24900568,,,,,,,,,,
NCT01658241,2.0,Completed,,,,POSITIVE,POSITIVE,,,,18628465,,,,,,,,,,
NCT01658358,1.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT01658436,2.0,Completed,,,,POSITIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,6.5,4.3,3.2,,,,,,,
NCT01658462,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT01658501,2.0,Completed,,,,POSITIVE,POSITIVE,,PhaseBio press release (June 2015),ClinicalTrials.gov trial design,,,,,,,,,,,
NCT01658527,2.0,Withdrawn,Pharmaceutical company has terminated orteronel (TAK-700) development for Prostate Cancer,Business or administrative|Logistics or resources,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01658553,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01658579,2.0,Completed,,,,NEGATIVE,UNKNOWN,,ClinicalTrials.gov,ClinicalTrials.gov,,,3.33,,,,,,,,
NCT01658605,2.0,Withdrawn,Study CCX115383 has been terminated prior to enrolment of any patients. A decision was made by GSK to delay pursuit of this indication as the biology evolves.,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01658891,3.0,Withdrawn,,,,UNKNOWN,UNKNOWN,No context,,,,,,,,,,,,,
NCT01658995,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,,,,,,,,,,,,
NCT01659021,3.0,Terminated,,,,POSITIVE,POSITIVE,Success,ClinicalTrials.gov,ClinicalTrials.gov,28257752,8.09,8.283333333333333,1.16,5.316000000000001,,,,,,
NCT01659047,2.0,Withdrawn,,,,UNKNOWN,UNKNOWN,Business or administrative,,,23114654,,,,,,,,,,
NCT01659099,3.0,Terminated,experimental treatment not Superior to standard - no need to continue the follow-up,Negative,,NEGATIVE,,Negative,Published literature,Published literature,,16.39,,3.28,12.67,,,1.64,,,
NCT01659138,2.0,Terminated,Recruitment was early terminated due to slow recruitment. Not linked to any safety concern.,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,WebSearch,,,,,,,,,,,,
NCT01659242,4.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT01659255,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01659307,2.0,Completed,,,,NEGATIVE,POSITIVE,,PubMed,PubMed,28082531,,,,,,,,,,
NCT01659359,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,25999621|27904638,,,,,,,,,,
NCT01659658,3.0,Terminated,Sponsor's decision,,,NEGATIVE,POSITIVE,Negative,Published literature (Leukemia 2021),Published literature,34168284,10.17,28.825,25.88,,17.65,,,,,
NCT01659775,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01659892,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT01659905,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT01659918,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT01659931,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT01660191,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01660360,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01660451,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,27672108,16.0,34.0,,24.0,,,30.0,24.0,,
NCT01660542,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01660711,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,20.45,,4.5,13.6,,13.6,,4.5,
NCT01660750,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01660763,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.72,,0.5866666666666667,,,0.4775,,,,
NCT01660802,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.78,,,,,,,
NCT01660906,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01660945,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01660997,2.0,Withdrawn,,,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01661088,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.0,5.6,4.0,4.0,4.0,,,,,
NCT01661101,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (Lancet 2019),PubMed (Lancet 2019),29900874,,,,3.31,,,,11.06,,
NCT01661140,4.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT01661179,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01661257,3.0,Completed,,,,POSITIVE,POSITIVE,,Published literature (Gut and Liver 2015),Published literature,25071071,,,,,,,,,,
NCT01661270,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,1.0033333333333334,1.204,,1.05,,0.6,,0.6,0.9,
NCT01661283,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,5.333333333333333,4.0,,,4.0,4.0,4.0,,
NCT01661322,3.0,Terminated,Trial reached a definitive answer ahead of full recruitment.,Insufficient enrollment,,NEGATIVE,NEGATIVE,Negative|Safety or side effects,Published literature (Lancet 2018),Published literature (Lancet 2018),30179153,,,,2.51,,,,,,
NCT01661790,3.0,Completed,,,,POSITIVE,POSITIVE,,Published literature (Oncology Reports 2013),ClinicalTrials.gov and Published literature,23525453,,,,,,,,,,
NCT01661855,2.0,Completed,,,,NEGATIVE,POSITIVE,,IMFAR 2017 Conference Presentation,IMFAR 2017 Conference Presentation,,,,,,,,,,,
NCT01661868,2.0,Withdrawn,Drug not available.,Logistics or resources,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01661946,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01661972,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01662037,2.0,Completed,,,,POSITIVE,POSITIVE,,Published literature on bosentan in single ventricle patients,Published literature on bosentan safety in Fontan patients,25787795|25446057,,,,,,,,,,
NCT01662050,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed published articles,PubMed published articles,27927586|37171620,,21.0,,50.5,,,23.0,,,
NCT01662063,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,5.96,1.83,,,1.83,,,0.92,,
NCT01662102,3.0,Terminated,Sponsor decision,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01662310,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + Published literature,ClinicalTrials.gov,,,,,,,,,,,
NCT01662401,2.0,Completed,,,,POSITIVE,POSITIVE,,Published literature meta-analyses and comparative studies,Published literature on pediatric peripheral nerve block safety,28610706|33752119,,,,,,,,,,
NCT01662492,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov + Published literature,ClinicalTrials.gov,,2.33,,,,2.33,,,,,
NCT01662505,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01662648,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.55,,,0.55,,,,,
NCT01662726,2.0,Terminated,Recruitment challenging: lack of suitable pts; recruiting so soon after diagnosis; competing studies. Funding ended despite extensions to grant.,Business or administrative|Insufficient enrollment,,NEGATIVE,POSITIVE,Insufficient enrollment|Business or administrative,PubMed published article,PubMed published article,28795252,,,,,,,,,,
NCT01662778,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01662804,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01662869,3.0,Completed,,,,NEGATIVE,NEGATIVE,Negative|Business or administrative,PubMed/JAMA Oncology (METGastric published results),PubMed/JAMA Oncology published trial results,28514399,5.7,2.7,,,,,,4.8,,
NCT01662908,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.25,3.6,,,3.6,1.8,,,,3.6
NCT01662986,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01662999,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01663012,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,5.0,,5.0,7.5,5.0,,,5.0,
NCT01663038,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01663077,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01663233,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + Published Journal of Hypertension 2017,ClinicalTrials.gov,28030431,,,,,,,,,,
NCT01663272,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01663402,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov + NEJM 2018,ClinicalTrials.gov,30343097,,,,0.1433333333333333,,,,,,
NCT01663415,2.0,Withdrawn,A business decision was made to not initiate this study.,,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01663532,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,0.29,,
NCT01663623,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,8.57,1.9,0.95,3.81,1.9,2.86,1.9,0.95,0.95,3.81
NCT01663662,4.0,Withdrawn,Lack of eligible patients,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT01663714,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,5.0,,,7.233333333333332,3.3,,3.3,,,
NCT01663727,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,3.19,0.42,1.7,,,,,,
NCT01663857,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01663935,2.0,Terminated,Lack of funding,Business or administrative,,POSITIVE,POSITIVE,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01663987,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01664182,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.9,3.8333333333333335,4.3,,2.9,5.159999999999999,,2.9,4.3,
NCT01664247,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.58,0.58,1.46,,,0.29,,0.88,,0.29
NCT01664598,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,2.04,,,2.04,,2.04,,
NCT01664624,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01664637,2.0,Terminated,Insufficient efficacy in planned interim futility analysis,Negative,,NEGATIVE,NEGATIVE,Interim analysis|Negative,,,,,,,,,,,,,
NCT01664676,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01664728,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01664741,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01664754,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01664910,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01664923,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.322,0.925,2.31,,,,,,
NCT01665144,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.07,0.158,,,,,,
NCT01665274,2.0,Terminated,"we are working on a larger similar multicenter cinical trials as a participant.so in order to avoid conflicts of interest, we have to suspended this project.",Another study,,UNKNOWN,UNKNOWN,Another study|Business or administrative,,,,,,,,,,,,,
NCT01665391,2.0,Completed,,,,NEGATIVE,UNKNOWN,,,,,,,,,,,11.1,,,
NCT01665430,3.0,Terminated,Study was terminated by sponsor due to market authorization of tocilizumab for the study population.,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,2.63,,2.63,,2.63,,,,,
NCT01665599,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.56,,,,,,,0.56
NCT01665677,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.6,3.333333333333333,1.4,,,,,1.4,1.4,
NCT01665937,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01665950,2.0,Terminated,Lack of enrollment,,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,,,,,,,,,,,,
NCT01666067,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01666119,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.4,,,,,,,,,
NCT01666197,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01666210,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,3.3,,,
NCT01666314,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01666327,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01666379,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01666418,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,27168024,,,,,,,,,,
NCT01666431,2.0,Terminated,,,,UNKNOWN,UNKNOWN,Safety or side effects,PubMed,PubMed,27843579,,10.0,,,,,,,,
NCT01666444,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01666600,1.0,Terminated,Interim Analysis for Feasibility,,,,,,,,,,,,,,,,,,
NCT01666691,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,25732625,,,,,,,,,,
NCT01666704,2.0,Withdrawn,,,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01666756,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01666951,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01666977,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01667029,2.0,Terminated,poor enrollment,Insufficient enrollment,,NEGATIVE,NEGATIVE,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01667120,2.0,Completed,,,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01667263,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,28917657,,,,,,,,,,
NCT01667419,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.3,0.4,,,,0.4,,,
NCT01667471,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,14.3,,,,,,,,,
NCT01667562,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,3.3,3.3,,,
NCT01667744,1.0,Withdrawn,unfunded,Business or administrative,,,,,,,,,,,,,,,,,
NCT01667796,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01667900,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01668004,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01668017,1.0,Terminated,The sponsor decided not to conduct the expansion part of trial (part 2),Business or administrative,,,,,,,,,,,,,,,,,
NCT01668043,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,,3.4,,,,,,,,,
NCT01668121,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01668173,2.0,Terminated,patient safety,,,NEGATIVE,UNKNOWN,Safety or side effects,ClinicalTrials.gov,ClinicalTrials.gov,,,14.3,,,,,,,,
NCT01668199,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01668459,2.0,Completed,,,,NEGATIVE,NEGATIVE,,Warwick Research Archive Portal (WRAP),,,,,,,,,,,,
NCT01668498,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed Central,PubMed Central,,,,,,,,,,,
NCT01668511,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01668550,1.0,Terminated,"Single agent phase completed, insufficient supportive preclinical data to proceed with combination phase",Uncategorised,,,,,,,,,,,,,,,,,
NCT01668641,2.0,Completed,,,,POSITIVE,POSITIVE,,Company Press Release,Company Press Release,,,,,,,,,,,
NCT01668654,3.0,Terminated,FDA placed a clinical hold on the Pediatric Program requiring retigabine discontinuation in subjects; early termination allows for timely reporting of results.,Regulatory,,UNKNOWN,UNKNOWN,Regulatory|Safety or side effects,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01668667,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01668680,2.0,Terminated,No satisfactory acrual,,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT01668784,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.7,0.5,3.0,,1.5,,,,
NCT01668797,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.2,,,,,,,
NCT01668927,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01668966,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,4.3,,,
NCT01669070,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01669122,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01669174,2.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.75,,,,,,,,,3.0
NCT01669239,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,30621698,,,7.2,,,,,,,
NCT01669252,2.0,Completed,,,,POSITIVE,NEGATIVE,Negative|Safety or side effects,PubMed,PubMed,34824288,,,,,,,,,,
NCT01669538,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01669720,2.0,Terminated,Lack of efficacy and enrollment,,,NEGATIVE,NEGATIVE,Insufficient enrollment|Negative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01669798,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.7,3.7,,,,,3.7,,,
NCT01669811,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.3,0.3,,,,,,,,
NCT01670071,4.0,Terminated,The study was terminated due to insufficient sample size and protocol compliance issue.,Study design,,,,,,,,,,,,,,,,,
NCT01670136,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01670175,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01670279,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01670565,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,10.0,,,10.0,,,,
NCT01670656,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,1.2,,,,,,,,,1.1
NCT01670669,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01670721,3.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,2.04,,1.1,,1.7,4.85,,1.1,
NCT01670734,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01670799,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT01670877,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,4.65,6.3,,,,,,,
NCT01671085,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01671319,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.4,2.4,,,2.4,,,,,
NCT01671332,2.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,1.9,,5.7,,,,,,
NCT01671410,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01671449,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (SOPP trial published article),PubMed/Gastric Cancer journal,32596783,,,,16.366666666666664,2.4,,,,,
NCT01671488,1.0,Terminated,pilot data to be used for upcoming larger trial.,Another study,,,,,,,,,,,,,,,,,
NCT01671852,3.0,Withdrawn,Could not obtain funding.,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative|Insufficient enrollment,,,,,,,,,,,,,
NCT01671904,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01672112,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01672229,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01672307,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01672450,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01672476,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (published article),PubMed (published article),25092393,,,,,,,,,,
NCT01672671,2.0,Completed,,,,POSITIVE,POSITIVE,,,,,,3.7,,16.3,4.9,,,,,
NCT01672736,1.0,Terminated,The Sponsor decided to stop further manufacture the study drug 'Linsitinib' in Nov 2015.,Business or administrative,,,,,,,,,,,,,,,,,
NCT01672762,3.0,Completed,,,,POSITIVE,POSITIVE,,Meta-analysis and published Phase 3 ipragliflozin monotherapy data,Published safety pooled analysis from Phase II/III/IV trials,25347938|23163880|21877761,,,,,,,,,,
NCT01672775,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01672853,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov and PubMed,ClinicalTrials.gov,30153359,,,,,,,,,,
NCT01672983,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.9,,,,,,,,0.9
NCT01673009,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01673386,2.0,Terminated,Sponsor,,,UNKNOWN,NEGATIVE,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,6.3,,2.5,,6.3,5.1,,,
NCT01673438,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01673490,4.0,Terminated,The sole investigative site refused to accept the amended protocol and declined to continue the study. There was no safety signal nor any other reason.,Study design,,,,,,,,,,,,,,,,,
NCT01673555,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01673620,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01673646,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov and PubMed,ClinicalTrials.gov and PubMed,28592706,3.0,,,,,3.0,,,,
NCT01673659,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT01673724,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01673737,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01673854,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,10.85,,2.2,10.9,,,8.7,2.2,
NCT01673867,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.5,2.4333333333333336,,,,,,
NCT01673880,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01673919,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01674010,2.0,Terminated,Business Decision,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,1.6,0.3,0.3,1.6,,,,0.3,,
NCT01674062,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.0,1.5,1.3,,2.1333333333333333,,1.5,1.5,,3.4
NCT01674127,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT01674166,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01674192,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01674270,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID 27756786) / Clinical Cancer Research,,27756786,,,,,,,,,,
NCT01674361,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT01674413,3.0,Withdrawn,Unable to recruit; all patients interested simply wanted to stop medication,Insufficient enrollment|Logistics or resources,,UNKNOWN,UNKNOWN,Insufficient enrollment|Business or administrative,,,,,,,,,,,,,
NCT01674530,3.0,Completed,,,,POSITIVE,POSITIVE,,FDA regulatory approval (inferred from trial completion and subsequent generic approval),ClinicalTrials.gov (limited) and FDA regulatory context,,,,,,,,,,,
NCT01674556,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01674569,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01674621,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov and Published Data/Press Release,ClinicalTrials.gov API,,,2.05,2.0,,,,,,,2.0
NCT01674634,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.14,,,0.14,0.14,0.21,0.14,0.14,0.14,0.14
